id,yr,monthnum,monthname,monthend,cregion,cdistrict,pregion,pdistrict,creason,tpeople,yrmonthnam,yrmonthnum,pvalue,adjustments,changedvalue,comments
24743,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Badhaadhe,Drought related,7,Nov '18,2018-11,,,,
24744,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Badhaadhe,Drought related,5,Nov '18,2018-11,,,,
24745,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,8,Nov '18,2018-11,,,,
24746,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,11,Nov '18,2018-11,,,,
24747,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,17,Nov '18,2018-11,,,,
24748,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24749,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,9,Nov '18,2018-11,,,,
24750,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24751,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,2,Nov '18,2018-11,,,,
24752,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,7,Nov '18,2018-11,,,,
24753,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,12,Nov '18,2018-11,,,,
24754,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,13,Nov '18,2018-11,,,,
24755,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24756,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,3,Nov '18,2018-11,,,,
24757,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,4,Nov '18,2018-11,,,,
24758,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,4,Nov '18,2018-11,,,,
24759,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Conflict/Insecurity,2,Nov '18,2018-11,,,,
24760,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,12,Nov '18,2018-11,,,,
24761,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,6,Nov '18,2018-11,,,,
24762,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,8,Nov '18,2018-11,,,,
24763,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,3,Nov '18,2018-11,,,,
24764,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,6,Nov '18,2018-11,,,,
24765,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,9,Nov '18,2018-11,,,,
24766,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,16,Nov '18,2018-11,,,,
24767,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,12,Nov '18,2018-11,,,,
24768,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,7,Nov '18,2018-11,,,,
24769,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,102,Nov '18,2018-11,,,,
24770,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,7,Nov '18,2018-11,,,,
24771,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,8,Nov '18,2018-11,,,,
24772,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,9,Nov '18,2018-11,,,,
24773,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,13,Nov '18,2018-11,,,,
24774,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,6,Nov '18,2018-11,,,,
24775,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,4,Nov '18,2018-11,,,,
24776,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,13,Nov '18,2018-11,,,,
24777,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,6,Nov '18,2018-11,,,,
24778,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,7,Nov '18,2018-11,,,,
24779,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,5,Nov '18,2018-11,,,,
24780,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,14,Nov '18,2018-11,,,,
24781,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,5,Nov '18,2018-11,,,,
24782,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,10,Nov '18,2018-11,,,,
24783,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,1,Nov '18,2018-11,,,,
24784,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Drought related,4,Nov '18,2018-11,,,,
24785,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,8,Nov '18,2018-11,,,,
24786,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,6,Nov '18,2018-11,,,,
24787,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,7,Nov '18,2018-11,,,,
24788,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,5,Nov '18,2018-11,,,,
24789,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,5,Nov '18,2018-11,,,,
24790,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,17,Nov '18,2018-11,,,,
24791,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,6,Nov '18,2018-11,,,,
24792,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Jamaame,Other,6,Nov '18,2018-11,,,,
24793,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Kismayo,Drought related,5,Nov '18,2018-11,,,,
24794,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Kismayo,Drought related,7,Nov '18,2018-11,,,,
24795,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Kismayo,Drought related,7,Nov '18,2018-11,,,,
24796,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Kismayo,Drought related,6,Nov '18,2018-11,,,,
24797,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Kismayo,Drought related,9,Nov '18,2018-11,,,,
24798,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Lower Juba,Kismayo,Other,9,Nov '18,2018-11,,,,
24799,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Conflict/Insecurity,9,Nov '18,2018-11,,,,
24800,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Conflict/Insecurity,7,Nov '18,2018-11,,,,
24801,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Conflict/Insecurity,9,Nov '18,2018-11,,,,
24802,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24803,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Conflict/Insecurity,7,Nov '18,2018-11,,,,
24804,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Drought related,14,Nov '18,2018-11,,,,
24805,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Drought related,8,Nov '18,2018-11,,,,
24806,2018,11,Nov,30/11/2018,Lower Juba,Kismayo,Middle Juba,Jilib,Other,7,Nov '18,2018-11,,,,
24807,2018,11,Nov,30/11/2018,Lower Shabelle,Afgooye,Lower Shabelle,Wanla Weyn,Conflict/Insecurity,8,Nov '18,2018-11,,,,
24808,2018,11,Nov,30/11/2018,Lower Shabelle,Afgooye,Lower Shabelle,Wanla Weyn,Conflict/Insecurity,26,Nov '18,2018-11,,,,
24809,2018,11,Nov,30/11/2018,Lower Shabelle,Kurtunwaarey,Lower Shabelle,Baraawe,Drought related,3,Nov '18,2018-11,,,,
24810,2018,11,Nov,30/11/2018,Lower Shabelle,Kurtunwaarey,Lower Shabelle,Baraawe,Drought related,10,Nov '18,2018-11,,,,
24811,2018,11,Nov,30/11/2018,Lower Shabelle,Kurtunwaarey,Lower Shabelle,Baraawe,Drought related,31,Nov '18,2018-11,,,,
24812,2018,11,Nov,30/11/2018,Lower Shabelle,Kurtunwaarey,Lower Shabelle,Baraawe,Drought related,3,Nov '18,2018-11,,,,
24813,2018,11,Nov,30/11/2018,Lower Shabelle,Marka,Banadir,Banadir,Drought related,7,Nov '18,2018-11,,,,
24814,2018,11,Nov,30/11/2018,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,250,Nov '18,2018-11,,,,
24815,2018,11,Nov,30/11/2018,Lower Shabelle,Marka,Lower Shabelle,Marka,Conflict/Insecurity,131,Nov '18,2018-11,,,,
24816,2018,11,Nov,30/11/2018,Lower Shabelle,Marka,Lower Shabelle,Qoryooley,Conflict/Insecurity,20,Nov '18,2018-11,,,,
24817,2018,11,Nov,30/11/2018,Lower Shabelle,Sablaale,Mudug,Gaalkacyo,Drought related,5,Nov '18,2018-11,,,,
24818,2018,11,Nov,30/11/2018,Middle Juba,Bu'aale,Middle Juba,Bu'aale,Conflict/Insecurity,10,Nov '18,2018-11,,,,
24819,2018,11,Nov,30/11/2018,Middle Juba,Bu'aale,Middle Juba,Jilib,Conflict/Insecurity,10,Nov '18,2018-11,,,,
24820,2018,11,Nov,30/11/2018,Middle Juba,Bu'aale,Middle Juba,Jilib,Conflict/Insecurity,9,Nov '18,2018-11,,,,
24821,2018,11,Nov,30/11/2018,Middle Juba,Bu'aale,Middle Juba,Jilib,Conflict/Insecurity,20,Nov '18,2018-11,,,,
24822,2018,11,Nov,30/11/2018,Middle Juba,Jilib,Lower Juba,Jamaame,Conflict/Insecurity,9,Nov '18,2018-11,,,,
24823,2018,11,Nov,30/11/2018,Middle Juba,Jilib,Lower Juba,Jamaame,Conflict/Insecurity,19,Nov '18,2018-11,,,,
24824,2018,11,Nov,30/11/2018,Middle Juba,Jilib,Lower Juba,Jamaame,Conflict/Insecurity,10,Nov '18,2018-11,,,,
24825,2018,11,Nov,30/11/2018,Middle Juba,Jilib,Lower Juba,Jamaame,Conflict/Insecurity,11,Nov '18,2018-11,,,,
24826,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Bay,Diinsoor,Conflict/Insecurity,13,Nov '18,2018-11,,,,
24827,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Bay,Diinsoor,Conflict/Insecurity,9,Nov '18,2018-11,,,,
24828,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Bay,Diinsoor,Drought related,3,Nov '18,2018-11,,,,
24829,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Bay,Diinsoor,Drought related,3,Nov '18,2018-11,,,,
24830,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Bay,Diinsoor,Drought related,5,Nov '18,2018-11,,,,
24831,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Bay,Diinsoor,Drought related,11,Nov '18,2018-11,,,,
24832,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Bay,Diinsoor,Drought related,5,Nov '18,2018-11,,,,
24833,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Gedo,Baardheere,Drought related,4,Nov '18,2018-11,,,,
24834,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Gedo,Baardheere,Drought related,5,Nov '18,2018-11,,,,
24835,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Gedo,Baardheere,Drought related,4,Nov '18,2018-11,,,,
24836,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Gedo,Baardheere,Drought related,5,Nov '18,2018-11,,,,
24837,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Gedo,Baardheere,Drought related,5,Nov '18,2018-11,,,,
24838,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Gedo,Baardheere,Other,5,Nov '18,2018-11,,,,
24839,2018,11,Nov,30/11/2018,Middle Juba,Saakow,Gedo,Baardheere,Other,4,Nov '18,2018-11,,,,
24840,2018,11,Nov,30/11/2018,Middle Shabelle,Balcad,Middle Shabelle,Balcad,Conflict/Insecurity,21,Nov '18,2018-11,,,,
24841,2018,11,Nov,30/11/2018,Middle Shabelle,Balcad,Middle Shabelle,Balcad,Conflict/Insecurity,9,Nov '18,2018-11,,,,
24842,2018,11,Nov,30/11/2018,Middle Shabelle,Balcad,Middle Shabelle,Balcad,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24843,2018,11,Nov,30/11/2018,Middle Shabelle,Balcad,Middle Shabelle,Balcad,Conflict/Insecurity,20,Nov '18,2018-11,,,,
24844,2018,11,Nov,30/11/2018,Middle Shabelle,Balcad,Middle Shabelle,Balcad,Conflict/Insecurity,90,Nov '18,2018-11,,,,
24845,2018,11,Nov,30/11/2018,Middle Shabelle,Jowhar,Middle Shabelle,Jowhar,Conflict/Insecurity,8,Nov '18,2018-11,,,,
24846,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Banadir,Banadir,Drought related,5,Nov '18,2018-11,,,,
24847,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Banadir,Banadir,Drought related,8,Nov '18,2018-11,,,,
24848,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Banadir,Banadir,Drought related,7,Nov '18,2018-11,,,,
24849,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Banadir,Banadir,Drought related,7,Nov '18,2018-11,,,,
24850,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Banadir,Banadir,Drought related,7,Nov '18,2018-11,,,,
24851,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Bossaso,Drought related,3,Nov '18,2018-11,,,,
24852,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Bossaso,Drought related,37,Nov '18,2018-11,,,,
24853,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Bossaso,Drought related,9,Nov '18,2018-11,,,,
24854,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Bossaso,Drought related,8,Nov '18,2018-11,,,,
24855,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Bossaso,Drought related,16,Nov '18,2018-11,,,,
24856,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Bossaso,Drought related,20,Nov '18,2018-11,,,,
24857,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Qardho,Drought related,9,Nov '18,2018-11,,,,
24858,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Qardho,Drought related,12,Nov '18,2018-11,,,,
24859,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bari,Qardho,Drought related,7,Nov '18,2018-11,,,,
24860,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bay,Baidoa,Drought related,6,Nov '18,2018-11,,,,
24861,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Bay,Qansax Dheere,Drought related,7,Nov '18,2018-11,,,,
24862,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Galgaduud,Cadaado,Conflict/Insecurity,7,Nov '18,2018-11,,,,
24863,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Galgaduud,Cadaado,Conflict/Insecurity,24,Nov '18,2018-11,,,,
24864,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Galgaduud,Cadaado,Conflict/Insecurity,20,Nov '18,2018-11,,,,
24865,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Galgaduud,Cadaado,Conflict/Insecurity,19,Nov '18,2018-11,,,,
24866,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Galgaduud,Cadaado,Conflict/Insecurity,14,Nov '18,2018-11,,,,
24867,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Galgaduud,Cadaado,Conflict/Insecurity,12,Nov '18,2018-11,,,,
24868,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Galgaduud,Dhuusamarreeb,Drought related,10,Nov '18,2018-11,,,,
24869,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Gedo,Luuq,Drought related,4,Nov '18,2018-11,,,,
24870,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,4,Nov '18,2018-11,,,,
24871,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,5,Nov '18,2018-11,,,,
24872,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,2,Nov '18,2018-11,,,,
24873,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,4,Nov '18,2018-11,,,,
24874,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,5,Nov '18,2018-11,,,,
24875,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Hiraan,Belet Weyne,Drought related,5,Nov '18,2018-11,,,,
24876,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Lower Juba,Jamaame,Drought related,6,Nov '18,2018-11,,,,
24877,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Middle Juba,Bu'aale,Drought related,4,Nov '18,2018-11,,,,
24878,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Middle Juba,Bu'aale,Drought related,7,Nov '18,2018-11,,,,
24879,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Middle Juba,Bu'aale,Drought related,5,Nov '18,2018-11,,,,
24880,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Middle Juba,Jilib,Drought related,5,Nov '18,2018-11,,,,
24881,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Middle Shabelle,Cadale,Drought related,6,Nov '18,2018-11,,,,
24882,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Conflict/Insecurity,3,Nov '18,2018-11,,,,
24883,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24884,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,6,Nov '18,2018-11,,,,
24885,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,13,Nov '18,2018-11,,,,
24886,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,5,Nov '18,2018-11,,,,
24887,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,6,Nov '18,2018-11,,,,
24888,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,6,Nov '18,2018-11,,,,
24889,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,5,Nov '18,2018-11,,,,
24890,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,11,Nov '18,2018-11,,,,
24891,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Drought related,5,Nov '18,2018-11,,,,
24892,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,6,Nov '18,2018-11,,,,
24893,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,7,Nov '18,2018-11,,,,
24894,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,7,Nov '18,2018-11,,,,
24895,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,3,Nov '18,2018-11,,,,
24896,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,8,Nov '18,2018-11,,,,
24897,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,3,Nov '18,2018-11,,,,
24898,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,7,Nov '18,2018-11,,,,
24899,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,18,Nov '18,2018-11,,,,
24900,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,5,Nov '18,2018-11,,,,
24901,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,7,Nov '18,2018-11,,,,
24902,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,5,Nov '18,2018-11,,,,
24903,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Gaalkacyo,Other,12,Nov '18,2018-11,,,,
24904,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Galdogob,Drought related,5,Nov '18,2018-11,,,,
24905,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Mudug,Galdogob,Drought related,6,Nov '18,2018-11,,,,
24906,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Burtinle,Drought related,10,Nov '18,2018-11,,,,
24907,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Burtinle,Drought related,5,Nov '18,2018-11,,,,
24908,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Burtinle,Drought related,9,Nov '18,2018-11,,,,
24909,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Burtinle,Drought related,5,Nov '18,2018-11,,,,
24910,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Burtinle,Other,2,Nov '18,2018-11,,,,
24911,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Garoowe,Drought related,7,Nov '18,2018-11,,,,
24912,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Garoowe,Drought related,10,Nov '18,2018-11,,,,
24913,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Garoowe,Drought related,3,Nov '18,2018-11,,,,
24914,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Nugaal,Garoowe,Drought related,11,Nov '18,2018-11,,,,
24915,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Berbera,Drought related,13,Nov '18,2018-11,,,,
24916,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,6,Nov '18,2018-11,,,,
24917,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,5,Nov '18,2018-11,,,,
24918,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,14,Nov '18,2018-11,,,,
24919,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,7,Nov '18,2018-11,,,,
24920,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,9,Nov '18,2018-11,,,,
24921,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,6,Nov '18,2018-11,,,,
24922,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,5,Nov '18,2018-11,,,,
24923,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,5,Nov '18,2018-11,,,,
24924,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,14,Nov '18,2018-11,,,,
24925,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,6,Nov '18,2018-11,,,,
24926,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,10,Nov '18,2018-11,,,,
24927,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,14,Nov '18,2018-11,,,,
24928,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,6,Nov '18,2018-11,,,,
24929,2018,11,Nov,30/11/2018,Mudug,Gaalkacyo,Woqooyi Galbeed,Hargeysa,Drought related,27,Nov '18,2018-11,,,,
24930,2018,11,Nov,30/11/2018,Mudug,Galdogob,Mudug,Galdogob,Drought related,5,Nov '18,2018-11,,,,
24931,2018,11,Nov,30/11/2018,Mudug,Galdogob,Mudug,Galdogob,Drought related,7,Nov '18,2018-11,,,,
24932,2018,11,Nov,30/11/2018,Mudug,Galdogob,Mudug,Galdogob,Drought related,4,Nov '18,2018-11,,,,
24933,2018,11,Nov,30/11/2018,Mudug,Galdogob,Mudug,Galdogob,Drought related,22,Nov '18,2018-11,,,,
24934,2018,11,Nov,30/11/2018,Mudug,Galdogob,Mudug,Galdogob,Drought related,25,Nov '18,2018-11,,,,
24935,2018,11,Nov,30/11/2018,Mudug,Hobyo,Galgaduud,Cadaado,Drought related,6,Nov '18,2018-11,,,,
24936,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Gaalkacyo,Drought related,6,Nov '18,2018-11,,,,
24937,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Hobyo,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24938,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Hobyo,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24939,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Hobyo,Conflict/Insecurity,4,Nov '18,2018-11,,,,
24940,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Hobyo,Conflict/Insecurity,7,Nov '18,2018-11,,,,
24941,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Hobyo,Conflict/Insecurity,6,Nov '18,2018-11,,,,
24942,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Xarardheere,Conflict/Insecurity,19,Nov '18,2018-11,,,,
24943,2018,11,Nov,30/11/2018,Mudug,Hobyo,Mudug,Xarardheere,Conflict/Insecurity,8,Nov '18,2018-11,,,,
